1.000499999999995815e+01 -inf
1.001499999999995794e+01 -inf
1.002499999999995772e+01 -inf
1.003499999999995751e+01 -inf
1.004499999999995730e+01 -inf
1.005499999999995708e+01 -inf
1.006499999999995687e+01 -inf
1.007499999999995666e+01 -inf
1.008499999999995644e+01 -inf
1.009499999999995623e+01 -inf
1.010499999999995602e+01 -inf
1.011499999999995580e+01 -inf
1.012499999999995559e+01 -inf
1.013499999999995538e+01 -inf
1.014499999999995516e+01 -inf
1.015499999999995495e+01 -inf
1.016499999999995474e+01 -inf
1.017499999999995453e+01 -inf
1.018499999999995431e+01 -inf
1.019499999999995410e+01 -inf
1.020499999999995389e+01 -inf
1.021499999999995367e+01 -inf
1.022499999999995346e+01 -inf
1.023499999999995325e+01 -inf
1.024499999999995303e+01 -inf
1.025499999999995282e+01 -inf
1.026499999999995261e+01 -inf
1.027499999999995239e+01 -inf
1.028499999999995218e+01 -inf
1.029499999999995197e+01 -inf
1.030499999999995175e+01 -inf
1.031499999999995154e+01 -inf
1.032499999999995133e+01 -inf
1.033499999999995111e+01 -inf
1.034499999999995090e+01 -inf
1.035499999999995069e+01 -inf
1.036499999999995048e+01 -inf
1.037499999999995026e+01 -inf
1.038499999999995005e+01 -inf
1.039499999999994984e+01 -inf
1.040499999999994962e+01 -inf
1.041499999999994941e+01 -inf
1.042499999999994920e+01 -inf
1.043499999999994898e+01 -inf
1.044499999999994877e+01 -inf
1.045499999999994856e+01 -inf
1.046499999999994834e+01 -inf
1.047499999999994813e+01 -inf
1.048499999999994792e+01 -inf
1.049499999999994770e+01 -inf
1.050499999999994749e+01 -inf
1.051499999999994728e+01 -inf
1.052499999999994706e+01 -inf
1.053499999999994685e+01 -inf
1.054499999999994664e+01 -inf
1.055499999999994643e+01 -inf
1.056499999999994621e+01 -inf
1.057499999999994600e+01 -inf
1.058499999999994579e+01 -inf
1.059499999999994557e+01 -inf
1.060499999999994536e+01 -inf
1.061499999999994515e+01 -inf
1.062499999999994493e+01 -inf
1.063499999999994472e+01 -inf
1.064499999999994451e+01 -inf
1.065499999999994429e+01 -inf
1.066499999999994408e+01 -inf
1.067499999999994387e+01 -inf
1.068499999999994365e+01 -inf
1.069499999999994344e+01 -inf
1.070499999999994323e+01 -inf
1.071499999999994301e+01 -inf
1.072499999999994280e+01 -inf
1.073499999999994259e+01 -inf
1.074499999999994237e+01 -inf
1.075499999999994216e+01 -inf
1.076499999999994195e+01 -inf
1.077499999999994174e+01 -inf
1.078499999999994152e+01 -inf
1.079499999999994131e+01 -inf
1.080499999999994110e+01 -inf
1.081499999999994088e+01 -inf
1.082499999999994067e+01 -inf
1.083499999999994046e+01 -inf
1.084499999999994024e+01 -2.952429552687350078e+00
1.085499999999994003e+01 -2.970028648153572703e+00
1.086499999999993982e+01 -2.986040121667438374e+00
1.087499999999993960e+01 -inf
1.088499999999993939e+01 -3.002418467240725253e+00
1.089499999999993918e+01 -3.018696602193631229e+00
1.090499999999993896e+01 -3.036054179572566181e+00
1.091499999999993875e+01 -3.053086910136873389e+00
1.092499999999993854e+01 -3.070679504232729506e+00
1.093499999999993832e+01 -3.088132247925710505e+00
1.094499999999993811e+01 -3.105652848150552092e+00
1.095499999999993790e+01 -3.122994199919055802e+00
1.096499999999993769e+01 -3.139301902967880142e+00
1.097499999999993747e+01 -3.156323185039106249e+00
1.098499999999993726e+01 -3.172578301331036243e+00
1.099499999999993705e+01 -3.188836109649009654e+00
1.100499999999993683e+01 -2.911107037549172993e+00
1.101499999999993662e+01 -3.235197918270488415e+00
1.102499999999993641e+01 -3.250366667707176749e+00
1.103499999999993619e+01 -3.264648055738643251e+00
1.104499999999993598e+01 -2.985299679962298836e+00
1.105499999999993577e+01 -3.307342740562233541e+00
1.106499999999993555e+01 -3.321309576096335814e+00
1.107499999999993534e+01 -3.040170851380331829e+00
1.108499999999993513e+01 -3.361176165691959650e+00
1.109499999999993491e+01 -3.374093887466893538e+00
1.110499999999993470e+01 -3.091264261846558004e+00
1.111499999999993449e+01 -3.410603806721437703e+00
