-22.00000 -3.95960
-21.50000 -3.26505
-21.00000 -2.76718
-20.50000 -2.39905
-20.00000 -2.11808
-19.50000 -1.89673
-19.00000 -1.71703
-18.50000 -1.56703
-18.00000 -1.43866
